,COUNTRY_NAME,COUNTRY_CODE,INDICATOR_NAME,INDICATOR_CODE,YEAR,GDP_USD
591,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1962,824100000.0
592,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1962,2001428328.3709059
593,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1962,65391067390.12477
594,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1962,162344838837.1246
595,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1962,158364167379.20102
598,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1962,1518208221.2305195
600,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1962,298819018812.33636
602,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1962,16138545209.245983
607,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1962,6340580854.390729
608,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1962,122906434.95781387
609,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1962,75607529809.92879
612,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1962,182796536.49991694
613,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1962,81247564156.8246
615,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1962,1382515590.06942
620,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1962,9122751.453183454
621,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1962,5213047711.427045
624,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1962,1143600000.0
626,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1962,194948375.43020475
627,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1962,1217842861687.599
628,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1962,1612346412.2647462
629,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1962,387750000.0
630,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1962,19448655144.038746
632,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1962,281896800.0
634,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1962,316983262264.90546
635,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1962,360330692136.6193
636,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1962,42212818826.922356
637,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1962,13806056582.418644
639,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1962,29292286516.561127
641,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1962,42161481858.70136
643,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1962,2260349684.086246
644,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1962,4693566416.4834585
645,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1962,1954634836.1803417
646,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1962,284916516.15953743
647,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1962,2510000000.0
648,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1962,50383891898.99112
649,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1962,777712445.7510849
651,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1962,60723018683.73333
653,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1962,868111400.0140728
655,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1962,660000008.5714285
657,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1962,12541562.15364872
658,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1962,2814318516.609679
660,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1962,78432996950.39694
666,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1962,98132677715.8005
670,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1962,1434156378.600823
671,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1962,98412294102.45589
672,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1962,337428003570.3476
673,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1962,41859162.816743664
674,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1962,176932002194.21014
676,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1962,741509480.7962842
680,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1962,2379606422.2902875
683,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1962,739286906.8515533
686,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1962,15200000000.0
688,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1962,323057653169.8182
692,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1962,612517344.7366338
698,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1962,164271590.8355656
700,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1962,183116337.67324653
701,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1962,2001502678.6880963
702,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1962,647421597617.8829
705,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1962,531736492.9091778
706,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1962,4909302953.940921
707,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1962,265291588.66666666
708,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1962,14647057370.141788
709,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1962,6066976682.673636
710,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1962,574091101.1943824
712,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1962,6077496267.762943
713,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1962,1226904913527.2874
716,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1962,4310163796.724066
717,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1962,652120900.0
718,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1962,3286773187.876866
719,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1962,4954529277.110437
721,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1962,261184037.37230152
723,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1962,23716012711.240803
724,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1962,2094400000.0
726,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1962,3668222357.657018
730,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1962,1196192402602.6345
735,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1962,125000008.0
736,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1962,53721519494.226944
738,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1962,1541666666.6666667
739,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1962,1085475573.4895897
740,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1962,826244609.9568797
742,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1962,342721579.8176362
745,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1962,203531927.547229
747,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1962,33714083049.379646
749,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1962,33725538166.033573
752,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1962,116150000.0
755,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1962,18667251380.074615
756,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1962,45927061.45877082
758,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1962,12642026.571896391
759,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1962,1110565880.7588074
761,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1962,357635713.87692195
762,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1962,65298535416.491776
764,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1962,132237441.63086258
765,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1962,3308912796.934866
768,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1962,92113796550.6558
772,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1962,53721519494.226944
773,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1962,33725538166.0336
774,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1962,619319197.3400222
776,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1962,8922222222.222221
779,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1962,449012578.6163522
781,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1962,225123679079.56775
782,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1962,1710004407.2278535
783,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1962,605100000000.0
785,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1962,14524878.959342007
786,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1962,8946969696.969698
791,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1962,1548223014126.9697
795,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1962,8497996604.370518
796,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1962,693142857.1428572
797,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1962,1117601600.0
799,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1963,26758657007.83691
800,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1963,751111191.111111
801,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1963,12676515453.675407
807,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1963,18272123664.47152
811,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1963,21539926083.54799
812,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1963,8374175257.730753
814,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1963,232749998.0
815,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1963,14260017387.049244
816,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1963,253927646.47590935
817,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1963,394040588.3034768
818,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1963,5319458351.162353
821,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1963,237745098.03921568
824,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1963,33749405.01189976
825,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1963,96366652.30321714
826,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1963,478805990.0833069
827,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1963,23287712878.20023
831,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1963,38091150.566196
832,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1963,129379097.88895763
833,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1963,45029988561.21245
835,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1963,13063643795.788443
837,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1963,5668187500.0
838,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1963,50706799902.51035
839,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1963,761047045.8304015
840,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1963,718320701.3897845
841,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1963,6213185742.574258
842,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1963,172233430.87148392
843,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1963,4836166666.666667
846,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1963,511902136.80997276
847,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1963,2290313587.935738
857,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1963,940799900.0
858,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1963,2702960118.288064
859,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1963,70837966442.38403
860,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1963,172190903979.9861
861,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1963,176703755825.37723
864,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1963,1824344492.0716863
866,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1963,335341706018.75726
868,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1963,19074913947.71964
873,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1963,6885920328.661869
874,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1963,129454728.62359904
875,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1963,84759195105.86928
878,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1963,154480244.24682802
879,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1963,86561961812.32494
881,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1963,1540797516.794693
886,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1963,10840095.12836493
887,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1963,5895278024.092021
890,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1963,1262800000.0
892,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1963,175756868.6927609
893,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1963,1311893050406.658
894,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1963,1935298266.45384
895,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1963,410200000.0
896,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1963,23465052191.10406
898,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1963,294883400.0
900,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1963,340013862870.0875
901,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1963,389078968074.5213
902,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1963,47440359754.70526
903,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1963,14611896045.760567
905,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1963,33956035133.73337
907,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1963,48421923458.74126
909,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1963,2430843768.4455333
910,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1963,4928628018.387591
911,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1963,1978437692.523103
912,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1963,340061650.11989796
913,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1963,2992333333.3333335
914,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1963,57710743059.834145
915,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1963,826690466.1906761
917,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1963,69498131797.33333
919,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1963,926589348.5729532
921,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1963,728571437.1428572
923,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1963,12833226.389780086
924,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1963,3988784572.2483544
926,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1963,79083194592.66792
932,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1963,100055413984.54219
936,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1963,1240672268.907563
937,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1963,109495191587.41841
938,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1963,364894365259.1593
939,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1963,47039059.21881562
940,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1963,193666260336.2336
942,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1963,791140595.7727553
946,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1963,2657247327.3391957
949,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1963,759345862.9713308
952,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1963,16960000000.0
954,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1963,346355939324.5947
958,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1963,659976659.5995288
964,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1963,168186331.27126187
966,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1963,190816183.67632645
967,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1963,2510126747.6806483
968,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1963,683726355213.5159
971,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1963,586294761.4935163
972,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1963,5165489010.219795
973,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1963,292916241.14285713
974,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1963,15891241386.290953
975,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1963,6510239502.764891
976,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1963,496947904.4430329
978,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1963,6638937283.139627
979,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1963,1322445570819.5283
982,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1963,4630827383.452332
983,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1963,722784500.0
984,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1963,3600957771.1529856
985,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1963,5505055617.649908
987,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1963,275968039.4877148
989,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1963,27638759801.732605
990,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1963,2333600000.0
992,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1963,3905734459.726928
996,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1963,1288516142772.0203
1001,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1963,128000000.0
1002,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1963,60426255394.58994
1004,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1963,1568333333.3333335
1005,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1963,1122139637.2569263
1006,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1963,917614007.5787274
1008,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1963,348546952.1343678
1011,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1963,216145935.94162562
1013,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1963,38626103474.896866
1015,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1963,38638594737.99076
1018,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1963,125950000.0
1021,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1963,20204870629.744133
1022,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1963,54128377.432451345
1024,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1963,13923029.26439752
1025,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1963,1200447408.3769634
1027,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1963,371767002.65599823
1028,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1963,70737726805.61598
1030,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1963,143255784.51075113
1031,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1963,3540403456.5530486
1034,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1963,93696328249.56483
1038,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1963,60426255394.58994
1039,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1963,38638594737.99079
1040,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1963,678235373.038558
1042,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1963,10355555555.555555
1045,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1963,516147798.7421384
1047,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1963,236169550181.7289
1048,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1963,1539681490.7817352
1049,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1963,638600000000.0
1051,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1963,13708219.098174183
1052,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1963,9753333333.333334
1057,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1963,1669094093589.4734
1061,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1963,9423396234.599333
1062,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1963,718714285.7142857
1063,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1963,1159511700.0
1065,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1964,24464990260.19023
1066,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1964,800000044.4444444
1067,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1964,13838577015.184793
1073,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1964,25605249381.75971
1077,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1964,23801097547.317726
1078,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1964,9169983885.711851
1080,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1964,260750008.0
1081,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1964,15960106680.673218
1082,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1964,269818988.2592627
1083,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1964,410321618.1713704
1084,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1964,5386054619.349873
1087,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1964,266666666.66666666
1090,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1964,36193826.123477526
1091,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1964,107566650.6338574
1092,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1964,539491477.3201556
1093,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1964,20963733694.974895
1097,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1964,41613969.05060644
1098,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1964,142025069.4616761
1099,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1964,49377522896.70303
1101,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1964,14480556571.547604
1103,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1964,5982347826.086957
1104,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1964,59708343488.50434
1105,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1964,921063266.4455211
1106,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1964,776650126.190072
1107,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1964,2881545272.727273
1108,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1964,185693724.84536326
1109,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1964,5973366666.666667
1112,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1964,542578367.2425978
1113,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1964,2470264539.6783605
1123,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1964,1025599899.9999999
1124,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1964,2909292864.232039
1125,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1964,81755910515.77917
1126,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1964,197295690712.4359
1127,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1964,202683913715.2873
1130,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1964,2244146867.901948
1132,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1964,373024086802.0299
1134,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1964,21343844643.73407
1139,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1964,7766655085.78588
1140,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1964,140032741.46832892
1141,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1964,94007851047.36778
1144,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1964,215679855.27255332
1145,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1964,94407558351.16156
